Zotu4,Zotu2,Zotu3,Zotu148,Zotu1,Zotu7,Zotu84,Zotu36,Zotu46,Zotu30,Zotu111,Zotu39,Zotu48,Zotu29,Zotu63,Zotu19,Zotu82,Zotu65,Zotu9,Zotu14,Zotu10,Zotu15,Zotu21,Zotu18,Zotu32,Zotu92,Zotu97,Zotu132,Zotu59,Zotu166,Zotu8,Zotu86,Zotu33,Zotu80,Zotu53,Zotu17,Zotu5,Zotu103,Zotu134,Zotu94,Zotu120,Zotu129,Zotu43,Zotu60,Zotu168,Zotu25,Zotu155,Zotu47,Zotu28,Zotu12,Zotu76,Zotu156,Zotu192,Zotu105,Zotu153,Zotu113,Zotu184,Zotu75,Zotu131,Zotu116,Zotu37,Zotu77,Zotu121,Zotu181,Zotu6,Zotu119,Zotu83,Zotu123,Zotu167,Zotu24,Zotu44,Zotu140,Zotu13,Zotu191,Zotu20,Zotu41,Zotu31,Zotu56,Zotu34,Zotu138,Zotu182,Zotu194,Zotu159,Zotu127,Zotu157,Zotu95,Zotu147,Zotu107,Zotu160,Zotu152,Zotu98,Zotu122,Zotu52,Zotu89,Zotu130,Zotu70,Zotu108,Zotu186,Zotu141,Zotu110,Zotu163,Zotu188,Zotu87,Zotu178,Zotu81,Zotu126,Zotu142,Zotu158,Zotu177,Zotu185,Zotu106,Zotu55,Zotu162,Zotu73,Zotu125,Zotu128,Zotu150,Zotu179,Zotu169,Zotu16,Zotu139,Zotu170,Zotu187,Zotu40,Zotu57,Zotu22,Zotu115,Zotu189,Zotu11,Zotu151,Zotu101,Zotu195,Zotu61,Zotu68,Zotu104,Zotu171,Zotu144,Zotu102,Zotu62,Zotu196,Zotu135,Zotu45,Zotu66,Zotu67,Zotu136,Zotu38,Zotu175,Zotu183,Zotu137,Zotu124,Zotu193,Zotu118,Zotu58,Zotu26,Zotu85,Zotu100,Zotu176,Zotu35,Zotu23,Zotu71,Zotu72,Zotu164,Zotu93,Zotu112,Zotu90,Zotu96,Zotu146,Zotu114,Zotu117,Zotu99,Zotu174,Zotu49,Zotu78,Zotu165,Zotu145,Zotu154,sample,Method,Island,Year,ID,Date.Collected,dada2_sample,unoise_sample,Size,Extract..Date,Sterilized,Source
0,0,0,141509,55899,0,225,0,0,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,659,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV100,Hand,East 11,2015,Heteropoda venatoria,,HEV.100_S22,HEV100,16.7,10/28/19,NS,FIELD
0,0,0,158166,81558,0,367,0,0,6,0,1,0,0,0,0,0,0,104,0,1,0,0,9,24,0,0,0,2,4,0,1,0,1,11,0,3,0,0,0,0,0,0,0,0,213,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV101,Hand,Holei 1,2015,Heteropoda venatoria,,HEV.101_S23,HEV101,16.7,10/28/19,SS,FIELD
0,0,0,140291,61414,0,263,0,0,1,0,1,0,0,0,0,0,0,5,0,5,1,1,0,0,0,0,0,1,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,1,0,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV102,Hand,Holei 2,2015,Heteropoda venatoria,,HEV.102_S1,HEV102,12.2,10/28/19,SS,FIELD
0,0,0,163318,56591,0,243,0,0,4,0,0,0,0,0,0,0,0,7,0,83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,2,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV103,Hand,Holei 3,2015,Heteropoda venatoria,,HEV.103_S2,HEV103,13.5,10/28/19,SS,FIELD
0,0,0,101957,50474,0,259,0,0,2,0,7,31,0,0,0,0,0,36,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21196,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV104,Hand,Holei 4,2015,Heteropoda venatoria,,HEV.104_S3,HEV104,13.2,10/28/19,SS,FIELD
0,0,0,106722,50798,0,249,0,0,0,0,2,0,0,0,0,0,0,2,0,8,14,0,0,2,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,0,1,0,0,0,0,0,0,0,72,0,1189,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV105,Hand,Holei 5,2015,Heteropoda venatoria,,HEV.105_S4,HEV105,13.4,10/28/19,SS,FIELD
0,0,0,139107,70922,0,332,0,0,6,0,8,0,0,0,0,0,0,27,0,2,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV106,Hand,Holei 6,2015,Heteropoda venatoria,,HEV.106_S5,HEV106,15,10/28/19,NS,FIELD
0,0,0,119295,62959,0,266,0,0,8,0,6,0,0,0,0,0,0,21,0,0,9,0,0,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,1,0,0,0,0,0,36,0,24,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV107,Hand,Holei 7,2015,Heteropoda venatoria,,HEV.107_S6,HEV107,11.4,10/28/19,NS,FIELD
0,0,0,11278,4229,0,16,0,6,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV67,Hand,Fern 10,2016,Heteropoda venatoria,,HEV67_S56,HEV67,19.1,10/23/18,SS,FIELD
0,0,0,11805,7462,0,26,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV68,Hand,Fern 7,2016,Heteropoda venatoria,,HEV68_S57,HEV68,13.2,10/23/18,SS,FIELD
0,0,0,35128,19718,0,80,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV70,Hand,Fern 8,2016,Heteropoda venatoria,,HEV70_S58,HEV70,17.7,10/23/18,SS,FIELD
0,0,0,39933,23604,0,116,0,0,1,0,0,0,9,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV71,Hand,Leslie 3,2016,Heteropoda venatoria,,HEV71_S59,HEV71,21.2,10/23/18,SS,FIELD
0,0,0,69358,37648,1,145,0,1,0,0,1,0,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV74,Hand,Leslie 11,2016,Heteropoda venatoria,,HEV74_S60,HEV74,19.5,10/23/18,SS,FIELD
0,0,0,51973,30327,2,116,0,0,0,0,1,0,0,0,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV89,Hand,Leslie 1,2016,Heteropoda venatoria,,HEV89_S32,HEV89,23.8,10/23/18,NS,FIELD
0,0,0,128083,65274,0,318,0,0,3,0,15,0,0,0,0,0,0,154,0,1,0,3,0,25,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,422,0,76,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,110,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442,0,0,0,127,105,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV98,Hand,East 9,2015,Heteropoda venatoria,,HEV.98_S20,HEV98,22.2,10/28/19,NS,FIELD
0,0,0,170535,83309,0,385,0,0,8,0,6,0,0,0,0,0,0,8,0,0,14,0,7,4,0,0,0,0,0,0,2,25,7,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV99,Hand,East 10,2015,Heteropoda venatoria,,HEV.99_S21,HEV99,20.1,10/28/19,NS,FIELD
0,0,0,111203,44830,0,246,0,0,1,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,54115,0,0,0,0,0,0,0,0,186,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,32,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,47,110,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV108,Hand,Holei 8,2015,Heteropoda venatoria,,HEV.108_S7,HEV108,11.5,10/28/19,NS,FIELD
0,0,0,133230,70202,0,350,0,0,3,0,25,0,0,0,0,0,0,280,0,0,0,0,0,44,0,0,0,2,3,0,98,141,41,0,0,1,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,377,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,162,71,81,4,55,15,13,1,22,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HEV109,Hand,Holei 9,2015,Heteropoda venatoria,,HEV.109_S8,HEV109,12.8,10/28/19,NS,FIELD
