"","sample","Family_ncbi","Order_ncbi","reads","Method","Island","Year","ID","Date.Collected","Size","Extract..Date","Sterilized","Source"
"44","HEV102","Blattidae","Blattodea",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"45","HEV102","Bombyliidae","Diptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"46","HEV102","Buthidae","Scorpiones",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"47","HEV102","Chironomidae","Diptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"48","HEV102","Culicidae","Diptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"49","HEV102","Ectobiidae","Blattodea",1,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"50","HEV102","Libellulidae","Odonata",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"51","HEV102","Limoniidae","Diptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"52","HEV102","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"53","HEV102","Mogoplistidae","Orthoptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"54","HEV102","Neptuculidae","Lepidoptera",1,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"55","HEV102","Oecophoridae","Lepidoptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"56","HEV102","Pholcidae","Araneae",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"57","HEV102","Platystomatidae","Diptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"58","HEV102","Salticidae","Araneae",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"59","HEV102","Tettigoniidae","Orthoptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"60","HEV102","Xiphydriidae","Hymenoptera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","",12.2,"10/28/19","SS","FIELD"
"61","HEV103","Acrididae","Orthoptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"62","HEV103","Anisolabididae","Dermaptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"63","HEV103","Blaberidae","Blattodea",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"64","HEV103","Blattidae","Blattodea",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"65","HEV103","Bombyliidae","Diptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"66","HEV103","Buthidae","Scorpiones",1,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"67","HEV103","Chironomidae","Diptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"68","HEV103","Culicidae","Diptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"69","HEV103","Ectobiidae","Blattodea",3,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"70","HEV103","Libellulidae","Odonata",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"71","HEV103","Limoniidae","Diptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"72","HEV103","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"73","HEV103","Mogoplistidae","Orthoptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"74","HEV103","Neptuculidae","Lepidoptera",1,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"75","HEV103","Oecophoridae","Lepidoptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"76","HEV103","Pholcidae","Araneae",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"77","HEV103","Platystomatidae","Diptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"78","HEV103","Salticidae","Araneae",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"79","HEV103","Tettigoniidae","Orthoptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"80","HEV103","Xiphydriidae","Hymenoptera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","",13.5,"10/28/19","SS","FIELD"
"81","HEV104","Acrididae","Orthoptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"82","HEV104","Anisolabididae","Dermaptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"83","HEV104","Blaberidae","Blattodea",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"84","HEV104","Blattidae","Blattodea",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"85","HEV104","Bombyliidae","Diptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"86","HEV104","Buthidae","Scorpiones",3,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"87","HEV104","Chironomidae","Diptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"88","HEV104","Culicidae","Diptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"89","HEV104","Ectobiidae","Blattodea",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"90","HEV104","Libellulidae","Odonata",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"91","HEV104","Limoniidae","Diptera",7,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"92","HEV104","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"93","HEV104","Mogoplistidae","Orthoptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"94","HEV104","Neptuculidae","Lepidoptera",1,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"95","HEV104","Oecophoridae","Lepidoptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"96","HEV104","Pholcidae","Araneae",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"97","HEV104","Platystomatidae","Diptera",1941,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"98","HEV104","Salticidae","Araneae",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"99","HEV104","Tettigoniidae","Orthoptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"100","HEV104","Xiphydriidae","Hymenoptera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","",13.2,"10/28/19","SS","FIELD"
"101","HEV105","Acrididae","Orthoptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"102","HEV105","Anisolabididae","Dermaptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"103","HEV105","Blaberidae","Blattodea",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"104","HEV105","Blattidae","Blattodea",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"105","HEV105","Bombyliidae","Diptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"106","HEV105","Buthidae","Scorpiones",1,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"107","HEV105","Chironomidae","Diptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"108","HEV105","Culicidae","Diptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"109","HEV105","Ectobiidae","Blattodea",122,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"110","HEV105","Libellulidae","Odonata",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"111","HEV105","Limoniidae","Diptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"112","HEV105","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"113","HEV105","Mogoplistidae","Orthoptera",6,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"114","HEV105","Neptuculidae","Lepidoptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"115","HEV105","Oecophoridae","Lepidoptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"116","HEV105","Pholcidae","Araneae",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"117","HEV105","Platystomatidae","Diptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"118","HEV105","Salticidae","Araneae",6,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"119","HEV105","Tettigoniidae","Orthoptera",9,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"120","HEV105","Xiphydriidae","Hymenoptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","",13.4,"10/28/19","SS","FIELD"
"121","HEV106","Acrididae","Orthoptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"122","HEV106","Anisolabididae","Dermaptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"123","HEV106","Blaberidae","Blattodea",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"124","HEV106","Blattidae","Blattodea",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"125","HEV106","Bombyliidae","Diptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"126","HEV106","Buthidae","Scorpiones",3,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"127","HEV106","Chironomidae","Diptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"128","HEV106","Culicidae","Diptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"129","HEV106","Ectobiidae","Blattodea",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"130","HEV106","Libellulidae","Odonata",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"131","HEV106","Limoniidae","Diptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"132","HEV106","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"133","HEV106","Mogoplistidae","Orthoptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"134","HEV106","Neptuculidae","Lepidoptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"135","HEV106","Oecophoridae","Lepidoptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"136","HEV106","Pholcidae","Araneae",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"137","HEV106","Platystomatidae","Diptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"138","HEV106","Salticidae","Araneae",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"139","HEV106","Tettigoniidae","Orthoptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"140","HEV106","Xiphydriidae","Hymenoptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","",15,"10/28/19","NS","FIELD"
"141","HEV107","Acrididae","Orthoptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"142","HEV107","Anisolabididae","Dermaptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"143","HEV107","Blaberidae","Blattodea",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"144","HEV107","Blattidae","Blattodea",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"145","HEV107","Bombyliidae","Diptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"146","HEV107","Buthidae","Scorpiones",1,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"147","HEV107","Chironomidae","Diptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"148","HEV107","Culicidae","Diptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"149","HEV107","Ectobiidae","Blattodea",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"150","HEV107","Libellulidae","Odonata",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"151","HEV107","Limoniidae","Diptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"152","HEV107","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"153","HEV107","Mogoplistidae","Orthoptera",1,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"154","HEV107","Neptuculidae","Lepidoptera",11,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"155","HEV107","Oecophoridae","Lepidoptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"156","HEV107","Pholcidae","Araneae",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"157","HEV107","Platystomatidae","Diptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"158","HEV107","Salticidae","Araneae",2,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"159","HEV107","Tettigoniidae","Orthoptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"160","HEV107","Xiphydriidae","Hymenoptera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","",11.4,"10/28/19","NS","FIELD"
"161","HEV108","Acrididae","Orthoptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"162","HEV108","Anisolabididae","Dermaptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"163","HEV108","Blaberidae","Blattodea",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"164","HEV108","Blattidae","Blattodea",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"165","HEV108","Bombyliidae","Diptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"166","HEV108","Buthidae","Scorpiones",4,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"167","HEV108","Chironomidae","Diptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"168","HEV108","Culicidae","Diptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"169","HEV108","Ectobiidae","Blattodea",8,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"170","HEV108","Libellulidae","Odonata",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"171","HEV108","Limoniidae","Diptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"172","HEV108","Mecistocephalidae","Geophilomorpha",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"173","HEV108","Mogoplistidae","Orthoptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"174","HEV108","Neptuculidae","Lepidoptera",21,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"175","HEV108","Oecophoridae","Lepidoptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"176","HEV108","Pholcidae","Araneae",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"177","HEV108","Platystomatidae","Diptera",4079,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"178","HEV108","Salticidae","Araneae",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"179","HEV108","Tettigoniidae","Orthoptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"180","HEV108","Xiphydriidae","Hymenoptera",0,"Hand","Holei 8",2015,"Heteropoda venatoria","",11.5,"10/28/19","NS","FIELD"
"181","HEV109","Acrididae","Orthoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"182","HEV109","Anisolabididae","Dermaptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"183","HEV109","Blaberidae","Blattodea",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"184","HEV109","Blattidae","Blattodea",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"185","HEV109","Bombyliidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"186","HEV109","Buthidae","Scorpiones",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"187","HEV109","Chironomidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"188","HEV109","Culicidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"189","HEV109","Ectobiidae","Blattodea",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"190","HEV109","Libellulidae","Odonata",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"191","HEV109","Limoniidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"192","HEV109","Mecistocephalidae","Geophilomorpha",27,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"193","HEV109","Mogoplistidae","Orthoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"194","HEV109","Neptuculidae","Lepidoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"195","HEV109","Oecophoridae","Lepidoptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"196","HEV109","Pholcidae","Araneae",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
"197","HEV109","Platystomatidae","Diptera",0,"Hand","Holei 9",2015,"Heteropoda venatoria","",12.8,"10/28/19","NS","FIELD"
