"","sample","unique_ID","reads","Method","Island","Year","ID","Date.Collected","dada2_sample","unoise_sample","Size","Extract..Date","Sterilized","Source"
"36","HEV101","Orthocladiinae",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"37","HEV101","Oxya",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"38","HEV101","Pantala flavescens",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"39","HEV101","Periplaneta australasiae",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"40","HEV101","Phisis holdhausi",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"41","HEV101","Pholcus guadarfia",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"42","HEV101","Pycnoscelus",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"43","HEV101","Pycnoscelus surinamensis",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"44","HEV101","Scholastes lonchifer",3,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"45","HEV101","Tygarrup javanicus",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"46","HEV101","Xiphydria",0,"Hand","Holei 1",2015,"Heteropoda venatoria","","HEV.101_S23","HEV101",16.7,"10/28/19","SS","FIELD"
"47","HEV102","Anchiphiloscia pilosa",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"48","HEV102","Anisolabis maritima",1,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"49","HEV102","Blattodea",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"50","HEV102","Buthus mariefranceae",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"51","HEV102","Ectobiidae",16,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"52","HEV102","Hasarius adansoni",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"53","HEV102","Isometrus maculatus",2,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"54","HEV102","Limonia perkinsi",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"55","HEV102","Littorophiloscia bifasciata",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"56","HEV102","Nematocera",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"57","HEV102","Neoptera",2,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"58","HEV102","Ornebius novarae",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"59","HEV102","Orthocladiinae",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"60","HEV102","Oxya",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"61","HEV102","Pantala flavescens",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"62","HEV102","Periplaneta australasiae",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"63","HEV102","Phisis holdhausi",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"64","HEV102","Pholcus guadarfia",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"65","HEV102","Pycnoscelus",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"66","HEV102","Pycnoscelus surinamensis",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"67","HEV102","Scholastes lonchifer",1,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"68","HEV102","Tygarrup javanicus",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"69","HEV102","Xiphydria",0,"Hand","Holei 2",2015,"Heteropoda venatoria","","HEV.102_S1","HEV102",12.2,"10/28/19","SS","FIELD"
"70","HEV103","Anchiphiloscia pilosa",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"71","HEV103","Anisolabis maritima",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"72","HEV103","Blattodea",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"73","HEV103","Buthus mariefranceae",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"74","HEV103","Ectobiidae",60,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"75","HEV103","Hasarius adansoni",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"76","HEV103","Isometrus maculatus",3,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"77","HEV103","Limonia perkinsi",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"78","HEV103","Littorophiloscia bifasciata",11,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"79","HEV103","Nematocera",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"80","HEV103","Neoptera",6,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"81","HEV103","Ornebius novarae",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"82","HEV103","Orthocladiinae",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"83","HEV103","Oxya",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"84","HEV103","Pantala flavescens",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"85","HEV103","Periplaneta australasiae",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"86","HEV103","Phisis holdhausi",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"87","HEV103","Pholcus guadarfia",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"88","HEV103","Pycnoscelus",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"89","HEV103","Pycnoscelus surinamensis",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"90","HEV103","Scholastes lonchifer",1,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"91","HEV103","Tygarrup javanicus",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"92","HEV103","Xiphydria",0,"Hand","Holei 3",2015,"Heteropoda venatoria","","HEV.103_S2","HEV103",13.5,"10/28/19","SS","FIELD"
"93","HEV104","Anchiphiloscia pilosa",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"94","HEV104","Anisolabis maritima",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"95","HEV104","Blattodea",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"96","HEV104","Buthus mariefranceae",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"97","HEV104","Ectobiidae",1,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"98","HEV104","Hasarius adansoni",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"99","HEV104","Isometrus maculatus",5,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"100","HEV104","Limonia perkinsi",56,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"101","HEV104","Littorophiloscia bifasciata",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"102","HEV104","Nematocera",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"103","HEV104","Neoptera",8,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"104","HEV104","Ornebius novarae",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"105","HEV104","Orthocladiinae",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"106","HEV104","Oxya",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"107","HEV104","Pantala flavescens",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"108","HEV104","Periplaneta australasiae",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"109","HEV104","Phisis holdhausi",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"110","HEV104","Pholcus guadarfia",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"111","HEV104","Pycnoscelus",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"112","HEV104","Pycnoscelus surinamensis",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"113","HEV104","Scholastes lonchifer",21196,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"114","HEV104","Tygarrup javanicus",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"115","HEV104","Xiphydria",0,"Hand","Holei 4",2015,"Heteropoda venatoria","","HEV.104_S3","HEV104",13.2,"10/28/19","SS","FIELD"
"116","HEV105","Anchiphiloscia pilosa",11,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"117","HEV105","Anisolabis maritima",1,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"118","HEV105","Blattodea",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"119","HEV105","Buthus mariefranceae",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"120","HEV105","Ectobiidae",1189,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"121","HEV105","Hasarius adansoni",72,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"122","HEV105","Isometrus maculatus",8,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"123","HEV105","Limonia perkinsi",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"124","HEV105","Littorophiloscia bifasciata",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"125","HEV105","Nematocera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"126","HEV105","Neoptera",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"127","HEV105","Ornebius novarae",53,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"128","HEV105","Orthocladiinae",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"129","HEV105","Oxya",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"130","HEV105","Pantala flavescens",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"131","HEV105","Periplaneta australasiae",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"132","HEV105","Phisis holdhausi",93,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"133","HEV105","Pholcus guadarfia",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"134","HEV105","Pycnoscelus",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"135","HEV105","Pycnoscelus surinamensis",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"136","HEV105","Scholastes lonchifer",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"137","HEV105","Tygarrup javanicus",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"138","HEV105","Xiphydria",0,"Hand","Holei 5",2015,"Heteropoda venatoria","","HEV.105_S4","HEV105",13.4,"10/28/19","SS","FIELD"
"139","HEV106","Anchiphiloscia pilosa",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"140","HEV106","Anisolabis maritima",1,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"141","HEV106","Blattodea",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"142","HEV106","Buthus mariefranceae",40,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"143","HEV106","Ectobiidae",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"144","HEV106","Hasarius adansoni",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"145","HEV106","Isometrus maculatus",12,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"146","HEV106","Limonia perkinsi",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"147","HEV106","Littorophiloscia bifasciata",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"148","HEV106","Nematocera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"149","HEV106","Neoptera",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"150","HEV106","Ornebius novarae",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"151","HEV106","Orthocladiinae",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"152","HEV106","Oxya",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"153","HEV106","Pantala flavescens",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"154","HEV106","Periplaneta australasiae",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"155","HEV106","Phisis holdhausi",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"156","HEV106","Pholcus guadarfia",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"157","HEV106","Pycnoscelus",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"158","HEV106","Pycnoscelus surinamensis",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"159","HEV106","Scholastes lonchifer",2,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"160","HEV106","Tygarrup javanicus",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"161","HEV106","Xiphydria",0,"Hand","Holei 6",2015,"Heteropoda venatoria","","HEV.106_S5","HEV106",15,"10/28/19","NS","FIELD"
"162","HEV107","Anchiphiloscia pilosa",0,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"163","HEV107","Anisolabis maritima",1,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"164","HEV107","Blattodea",0,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"165","HEV107","Buthus mariefranceae",0,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"166","HEV107","Ectobiidae",0,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"167","HEV107","Hasarius adansoni",24,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"168","HEV107","Isometrus maculatus",8,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"169","HEV107","Limonia perkinsi",0,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"170","HEV107","Littorophiloscia bifasciata",0,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"171","HEV107","Nematocera",0,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"172","HEV107","Neoptera",134,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
"173","HEV107","Ornebius novarae",14,"Hand","Holei 7",2015,"Heteropoda venatoria","","HEV.107_S6","HEV107",11.4,"10/28/19","NS","FIELD"
